"CaseNo","SegID","MilePost","Month","Day","Time","Weekday","Impact","Weather","SurfCond","Light","Severity","Fire"
"2002028585",2296,6.35,"07","11","0830","4","A1","1","1","1",6,"0"
"2002028587",3846,11.65,"08","20","1045","2","A3","1","1","1",1,"0"
"2002028596",3770,4.77,"08","14","0700","3","D2","1","1","1",1,"0"
"2002028600",3724,2.05,"08","16","1345","5","D2","1","1","1",1,"0"
"2002028601",3740,2.85,"08","07","0950","3","A2","1","1","1",1,"0"
"2002028605",3752,4.05,"08","26","0645","1","A1","1","1","1",7,"0"
"2002028608",3752,4.12,"08","29","1425","4","D1","1","1","1",1,"0"
"2002028632",1448,181.76,"10","16","0740","3","D3","1","1","1",1,"0"
"2002028633",1538,191.92,"10","16","1320","3","D4","1","1","1",7,"0"
"2002028651",3722,1.90,"08","16","1224","5","D1","1","1","1",6,"0"
"2002028659",3785,5.87,"08","22","1250","4","A2","1","1","1",1,"0"
"2002028697",3798,7.63,"07","12","1440","5","D1","1","1","1",1,"0"
"2002028712",3798,7.44,"07","22","1537","1","D2","1","1","1",1,"0"
"2002028713",3798,7.48,"07","22","1549","1","D3","1","1","1",1,"0"
"2002028714",3798,7.48,"07","22","1549","1","D3","1","1","1",1,"0"
"2002028759",1505,188.07,"06","22","1420","6","A1","1","1","1",1,"0"
"2002028781",3859,12.81,"07","15","0735","1","A3","1","1","1",1,"0"
"2002028785",3920,15.53,"10","18","1630","5","A5","2","1","1",6,"0"
"2002028827",41,2.78,"10","10","0724","4","D2","1","1","1",1,"0"
"2002028836",3808,9.21,"07","23","0937","2","A1","1","1","1",1,"0"
"2002028837",3733,2.44,"07","23","1135","2","D1","1","1","1",7,"0"
"2002028847",1309,169.49,"09","13","1638","5","D1","1","1","1",1,"0"
"2002028848",1225,163.77,"09","13","1740","5","D1","1","1","1",1,"0"
"2002028852",1695,209.09,"09","21","1924","6","D2","1","1","3",1,"0"
"2002028853",1590,195.86,"10","31","0755","4","D1","1","1","1",1,"0"
"2002028871",1498,187.56,"06","21","1505","5","A3","1","1","1",7,"0"
"2002028872",1539,192.06,"06","22","1145","6","A3","1","1","1",7,"0"
"2002028876",1414,178.66,"09","06","0730","5","D3","1","1","1",1,"0"
"2002028878",1475,184.16,"09","25","0723","3","D1","2","1","1",1,"0"
"2002028882",3802,8.39,"07","11","1705","4","D3","1","1","1",1,"0"
"2002028891",682,107.07,"09","05","1855","4","D3","3","2","1",1,"0"
"2002028973",3731,2.35,"09","16","1335","1","A3","1","1","1",1,"0"
"2002029015",877,133.31,"09","10","0905","2","A5","1","1","1",1,"0"
"2002029016",881,133.51,"09","27","1758","5","A1","1","1","1",7,"0"
"2002029120",851,130.01,"09","11","1718","3","D2","1","1","1",1,"0"
"2002029150",989,145.98,"09","12","0712","4","A3","1","1","1",7,"0"
"2002029157",831,126.27,"09","24","1708","2","A1","1","1","1",6,"0"
"2002029174",1070,153.21,"09","16","1800","1","D4","2","1","1",7,"0"
"2002029186",1506,188.26,"09","12","1623","4","A3","1","1","1",1,"0"
"2002029190",1494,186.89,"09","13","1205","5","D1","1","1","1",7,"0"
"2002029195",777,118.64,"09","20","1646","5","A3","1","1","1",1,"0"
"2002029248",3752,4.11,"09","09","0631","1","A2","1","1","1",7,"0"
"2002029264",3921,15.61,"08","13","1615","2","A1","1","1","1",1,"0"
"2002029267",1565,193.40,"10","11","1113","5","D3","1","1","1",1,"0"
"2002029273",876,132.96,"09","20","1320","5","A1","1","1","1",1,"0"
"2002029284",3726,2.24,"10","18","1635","5","D2","2","1","1",7,"0"
"2002029301",479,74.82,"10","27","0722","7","A2","2","2","5",1,"0"
"2002029310",3733,2.46,"08","10","1120","6","D1","1","1","1",1,"0"
"2002029311",3756,4.37,"08","10","1400","6","D1","1","1","1",1,"0"
"2002029321",94,8.80,"10","14","1715","1","A1","1","1","1",5,"0"
"2002029323",4013,23.09,"09","11","1552","3","A1","1","1","1",1,"0"
"2002029326",4023,23.83,"08","13","1810","2","A2","1","1","1",7,"0"
"2002029329",3933,17.08,"08","05","2231","1","A1","2","1","4",1,"0"
"2002029331",3929,16.64,"08","29","1658","4","A2","1","1","1",7,"0"
"2002029332",3929,16.84,"09","03","1639","2","A2","2","1","1",1,"0"
"2002029334",1339,171.96,"10","05","1701","6","D4","1","1","1",1,"0"
"2002029338",1328,171.11,"10","26","1901","6","D3","2","1","4",7,"0"
"2002029371",891,134.26,"10","13","1444","7","A4","1","1","1",1,"0"
"2002029383",1028,149.43,"09","10","1933","2","D1","1","1","3",1,"0"
"2002029384",1097,154.68,"09","18","1810","3","D4","1","1","1",6,"0"
"2002029385",3695,0.27,"10","03","0600","4","A1","3","2","4",1,"0"
"2002029389",3792,7.06,"10","31","0942","4","A2","1","1","1",1,"0"
"2002029391",750,116.47,"09","20","1740","5","A1","1","1","1",1,"0"
"2002029394",1337,171.82,"10","27","1412","7","D2","","1","2",7,"0"
"2002029395",1268,166.15,"10","02","1630","3","D3","1","1","1",1,"0"
"2002029398",1309,169.48,"10","26","1354","6","D3","2","1","1",1,"0"
"2002029408",1281,166.77,"10","03","1154","4","A2","3","2","1",1,"0"
"2002029411",3938,17.53,"09","05","1615","4","A3","1","1","1",7,"0"
"2002029414",3929,16.59,"09","12","1548","4","A5","1","1","1",7,"0"
"2002029416",3952,18.14,"09","09","1638","1","A3","1","1","1",0,"0"
"2002029418",3922,15.86,"08","12","1700","1","A4","1","1","1",7,"0"
"2002029421",3748,3.65,"09","07","1609","6","D3","1","1","1",7,"0"
"2002029424",3788,6.49,"08","09","1006","5","A2","1","1","1",1,"0"
"2002029425",3770,4.81,"08","16","1553","5","D2","1","1","1",1,"0"
"2002029434",3770,4.77,"08","15","1420","4","D2","1","1","1",1,"0"
"2002029440",1011,147.60,"09","16","1420","1","D2","2","1","1",7,"0"
"2002029448",1610,199.02,"10","03","0715","4","A3","3","2","1",1,"0"
"2002029453",1587,194.66,"10","31","0800","4","D4","1","1","1",7,"0"
"2002029464",957,141.87,"10","28","1745","1","A2","2","1","6",7,"0"
"2002029467",3785,5.87,"10","29","1029","2","A2","1","2","1",7,"0"
"2002029469",3792,7.07,"10","31","0943","4","A2","1","1","1",1,"0"
"2002029601",2054,255.08,"09","13","1300","5","A2","1","1","1",7,"0"
"2002029620",3778,5.31,"03","12","1805","2","A2","3","2","4",7,"0"
"2002029630",1281,166.74,"09","05","1830","4","A1","1","1","1",7,"0"
"2002029648",1194,162.07,"10","03","0803","4","D1","3","2","1",1,"0"
"2002029649",1272,166.37,"10","09","1520","3","D4","2","1","1",1,"0"
"2002029654",1252,165.51,"10","10","2220","4","D1","1","1","4",7,"0"
"2002029657",1219,163.33,"10","04","0803","5","A3","2","1","1",1,"0"
"2002029707",1309,169.47,"09","01","1830","7","D2","1","1","1",1,"0"
"2002029708",1356,173.79,"09","27","1806","5","A5","1","1","1",1,"0"
"2002029715",1322,170.72,"10","03","1215","4","A3","3","2","1",7,"0"
"2002029716",1211,162.88,"10","10","1703","4","A3","1","1","1",7,"0"
"2002029722",1013,148.03,"09","12","0549","4","A4","1","1","6",1,"0"
"2002029723",1032,149.61,"09","12","1415","4","D4","1","1","1",7,"0"
"2002029724",831,126.46,"09","10","1745","2","A1","1","1","1",1,"0"
"2002029731",1309,169.49,"10","10","0858","4","D2","1","1","1",7,"0"
"2002029733",950,140.36,"10","04","1745","5","D4","2","1","1",6,"0"
"2002029735",966,142.84,"10","05","1935","6","D1","1","1","5",1,"0"
"2002029739",828,125.86,"10","03","1715","4","A1","3","2","1",7,"0"
"2002029746",1547,192.42,"10","30","1430","3","A3","1","1","1",7,"0"
"2002029797",624,100.57,"09","13","1250","5","D2","1","1","1",1,"0"
"2002029841",3714,1.20,"10","01","1420","2","A3","1","1","1",7,"0"
"2002029853",1585,194.56,"10","27","1714","7","D4","2","2","3",7,"0"
"2002029858",212,31.00,"10","03","0255","4","A1","2","1","4",7,"0"
"2002029874",1422,179.85,"10","28","1800","1","D1","1","1","6",1,"0"
"2002029887",894,134.80,"10","31","1625","4","A2","1","1","1",7,"0"
"2002029896",1591,197.12,"09","08","1330","7","D3","3","2","1",1,"0"
"2002029933",1824,228.04,"09","21","1348","6","A1","1","1","1",1,"0"
"2002029943",1019,149.13,"09","03","1405","2","D3","1","1","1",1,"0"
"2002029976",1390,177.16,"10","29","1052","2","D3","1","1","1",1,"0"
"2002029984",1266,166.03,"09","12","2139","4","D2","1","1","4",1,"0"
"2002029994",708,109.49,"10","12","0702","6","A1","1","1","2",1,"0"
"2002030011",924,137.53,"10","02","0709","3","A4","1","1","1",1,"0"
"2002030013",1314,170.06,"10","31","1528","4","A2","1","1","1",1,"0"
"2002030030",665,105.07,"10","16","1610","3","D1","1","1","1",7,"0"
"2002030039",1143,157.68,"10","20","0005","7","A1","2","1","6",1,"0"
"2002030040",951,140.87,"10","30","1756","3","D2","1","1","4",1,"0"
"2002030052",1225,163.80,"09","11","1727","3","A2","1","1","1",1,"0"
"2002030055",1183,161.48,"10","29","1829","2","A2","1","1","6",1,"0"
"2002030057",1362,174.73,"10","25","1900","5","D4","1","1","5",1,"0"
"2002030058",1286,167.26,"10","29","1850","2","D2","2","1","4",7,"0"
"2002030059",1346,172.55,"10","29","2145","2","A2","2","1","4",1,"0"
"2002030060",1286,167.28,"10","30","1834","3","D1","1","1","4",7,"0"
"2002030085",1386,176.72,"10","25","1850","5","D1","1","1","4",1,"0"
"2002030091",948,140.22,"10","14","1430","1","A4","1","1","1",1,"0"
"2002030092",1179,161.28,"10","14","1611","1","A1","1","1","1",1,"0"
"2002030095",1283,167.10,"10","30","1030","3","A4","1","1","1",1,"0"
"2002030096",1262,165.88,"10","31","1201","4","D4","1","1","1",1,"0"
"2002030108",1482,185.94,"09","20","1659","5","A2","1","1","1",1,"0"
"2002030109",1414,178.53,"09","16","1515","1","D1","1","1","1",7,"0"
"2002030113",1468,183.46,"09","09","1836","1","A3","1","1","1",1,"0"
"2002030118",1428,180.09,"10","29","1050","2","D3","1","1","1",7,"0"
"2002030120",1496,186.99,"09","20","1425","5","A3","1","1","1",1,"0"
"2002030121",1456,182.59,"10","31","1748","4","A3","1","1","4",7,"0"
"2002030137",1594,198.01,"10","21","1952","1","A1","1","1","4",1,"0"
"2002030153",3792,7.07,"10","30","0949","3","D2","1","1","1",1,"0"
"2002030238",3741,2.86,"10","01","0920","2","A2","1","1","1",7,"0"
"2002030273",3934,17.42,"10","28","1755","1","A1","3","2","4",7,"0"
"2002030275",4050,25.95,"10","30","0940","3","D3","1","1","1",1,"0"
"2002030329",2063,255.60,"10","30","1050","3","A1","1","1","1",1,"0"
"2002030355",661,104.62,"10","11","2055","5","A1","1","1","4",1,"0"
"2002030364",1009,147.41,"10","11","1800","5","D3","1","1","3",1,"0"
"2002030389",1347,172.76,"09","04","1224","3","D1","1","1","1",7,"0"
"2002030409",676,106.22,"10","11","1614","5","D3","1","1","1",7,"0"
"2002030418",3881,13.91,"10","15","0739","2","A1","1","1","1",7,"0"
"2002030425",93,8.23,"10","17","1248","4","A1","1","1","1",7,"0"
"2002030444",3781,5.42,"10","28","0535","1","A2","1","1","4",1,"0"
"2002030449",749,116.20,"10","11","1700","5","A3","2","1","1",1,"0"
"2002030450",918,136.60,"10","15","1359","2","A3","1","1","1",1,"0"
"2002030453",1210,162.86,"09","02","1812","1","D1","3","2","1",1,"0"
"2002030455",1281,166.95,"09","08","1239","7","A3","3","2","1",1,"0"
"2002030456",1324,170.82,"09","11","1212","3","D2","1","1","1",1,"0"
"2002030458",1358,174.06,"10","16","0731","3","D2","1","1","1",7,"0"
"2002030475",3812,9.82,"10","14","0635","1","A2","1","1","4",1,"0"
"2002030484",840,128.21,"10","03","1509","4","D1","3","2","1",7,"0"
"2002030485",813,123.65,"10","04","1813","5","D3","1","1","3",7,"0"
"2002030580",1519,189.07,"10","26","2055","6","A3","1","1","4",1,"0"
"2002030587",51,3.98,"10","19","1348","6","A4","1","1","1",1,"0"
"2002030657",1312,169.97,"09","02","1329","1","D1","2","1","1",1,"0"
"2002030660",1245,165.27,"09","24","2226","2","A1","1","1","4",1,"0"
"2002030676",878,133.36,"10","29","0815","2","A5","1","1","1",1,"0"
"2002030678",785,119.57,"10","04","1944","5","D2","2","1","3",7,"0"
"2002030687",708,109.56,"09","05","1856","4","D3","3","2","1",7,"0"
"2002030700",985,144.91,"09","16","2255","1","D3","1","1","5",7,"0"
"2002030713",1286,167.27,"09","13","1441","5","D2","1","1","1",1,"0"
"2002030715",1233,164.50,"10","06","1430","7","A3","1","1","1",1,"0"
"2002030717",1406,178.23,"10","07","0611","1","D3","1","1","2",7,"0"
"2002030719",1347,172.81,"09","10","0634","2","D4","1","1","1",1,"0"
"2002030730",1211,162.88,"07","02","1250","2","A3","1","1","1",1,"0"
"2002030745",1283,167.11,"10","31","1508","4","A2","1","1","1",1,"0"
"2002030752",1585,194.52,"09","29","1620","7","D4","1","1","1",1,"0"
"2002030755",1475,184.18,"09","29","0140","7","D1","2","2","4",1,"0"
"2002030761",1482,185.99,"09","13","2101","5","A1","1","1","6",7,"0"
"2002030771",882,133.65,"09","03","0942","2","D1","1","1","1",1,"0"
"2002030777",913,136.05,"10","30","1553","3","D2","1","1","1",1,"0"
"2002030789",969,142.90,"10","09","0627","3","A3","3","2","2",1,"0"
"2002030792",957,141.88,"10","15","0615","2","A4","1","1","6",1,"0"
"2002030844",1591,197.06,"09","25","1815","3","A3","1","1","1",1,"0"
"2002030916",2055,255.09,"09","17","0838","2","A2","2","1","1",6,"0"
"2002030949",3452,274.52,"10","14","1215","1","A1","1","1","1",7,"0"
"2002030954",2769,78.29,"10","20","1445","7","D2","1","1","1",5,"0"
"2002030962",1198,162.38,"10","14","1624","1","A4","1","1","1",1,"0"
"2002031007",835,127.74,"10","12","1630","6","D1","1","1","1",1,"0"
"2002031008",832,126.98,"09","27","1541","5","A1","1","1","1",1,"0"
"2002031012",1230,164.22,"10","04","1728","5","A4","2","1","1",1,"0"
"2002031017",1007,147.04,"09","19","0604","4","A5","1","1","6",7,"0"
"2002031021",840,128.15,"09","27","1646","5","D1","1","1","1",1,"0"
"2002031042",823,125.16,"10","11","1919","5","D4","1","1","4",7,"0"
"2002031047",1451,181.86,"09","24","0904","2","D4","2","1","1",1,"0"
"2002031048",1390,177.14,"10","03","1158","4","D1","3","2","1",7,"0"
"2002031198",1380,176.14,"09","26","1617","4","A2","1","1","1",1,"0"
"2002031202",4065,27.17,"10","24","0706","4","D1","1","1","2",1,"0"
"2002031223",3712,1.06,"10","10","1705","4","A2","1","1","1",6,"0"
"2002031232",2022,252.36,"10","01","1254","2","A1","1","1","1",7,"0"
"2002031277",3897,14.62,"10","31","1600","4","A2","1","1","1",1,"0"
"2002031281",1326,170.92,"09","26","1714","4","D2","1","1","1",7,"0"
"2002031283",2226,0.76,"10","03","1425","4","D3","3","2","1",1,"0"
"2002031288",1300,169.00,"10","26","1924","6","D4","1","1","4",1,"0"
"2002031289",1358,174.17,"10","28","1914","1","D3","2","1","4",1,"0"
"2002031291",1320,170.31,"10","13","1659","7","D4","1","1","1",1,"0"
"2002031292",3933,17.06,"10","24","1605","4","A1","1","1","1",1,"0"
"2002031332",1266,166.03,"10","23","1221","3","D4","1","1","1",7,"0"
"2002031343",1332,171.37,"10","25","1742","5","D3","1","1","1",1,"0"
"2002031355",3788,6.48,"10","16","0849","3","A1","1","1","1",1,"0"
"2002031364",3768,4.70,"10","10","1745","4","A1","2","2","1",1,"0"
"2002031373",1283,167.07,"10","03","0957","4","A2","3","2","1",7,"0"
"2002031379",1308,169.43,"10","15","1520","2","D4","1","1","1",1,"0"
"2002031380",1356,173.64,"09","23","0849","1","D4","1","1","1",1,"0"
"2002031383",1300,168.63,"10","14","1900","1","A1","1","1","4",1,"0"
"2002031384",1307,169.38,"08","01","1310","4","D3","1","1","1",7,"0"
"2002031392",1308,169.46,"10","16","0718","3","D2","1","1","1",7,"0"
"2002031394",948,140.22,"10","29","0625","2","A4","2","2","2",1,"0"
"2002031418",1444,181.49,"10","14","0800","1","D3","1","1","1",1,"0"
"2002031430",4048,25.44,"10","16","0930","3","D2","1","1","1",1,"0"
"2002031439",1147,157.79,"10","24","1050","4","D4","2","1","1",7,"0"
"2002031443",3722,1.84,"10","12","1745","6","A1","1","1","1",7,"0"
"2002031479",601,95.20,"10","20","1801","7","D2","1","1","1",6,"0"
"2002031493",1011,147.66,"09","26","0600","4","A3","1","1","4",1,"0"
"2002031497",1585,194.51,"09","21","1350","6","A4","1","1","1",1,"0"
"2002031517",168,22.33,"09","16","1510","1","A1","3","2","1",1,"0"
"2002031536",1538,191.87,"10","28","1731","1","A3","2","1","4",1,"0"
"2002031622",3999,22.36,"11","06","0925","3","D3","3","2","1",7,"0"
"2002031659",1,0.14,"10","23","1728","3","A3","1","1","1",1,"0"
"2002031661",3828,10.52,"10","17","1323","4","A2","1","1","1",1,"0"
"2002031670",1328,171.18,"09","03","1225","2","D4","1","1","1",7,"0"
"2002031671",3890,14.21,"10","25","1705","5","D3","1","1","1",7,"0"
"2002031676",1275,166.46,"10","18","1930","5","A5","1","1","4",1,"0"
"2002031677",1299,168.40,"09","12","2117","4","D3","1","1","4",7,"0"
"2002031678",1237,164.68,"10","21","0645","1","D2","1","1","4",1,"0"
"2002031679",1265,166.01,"10","21","1239","1","D2","2","1","1",7,"0"
"2002031680",3916,15.29,"10","24","1525","4","A1","1","1","1",1,"0"
"2002031686",1593,197.81,"09","22","1855","7","D3","1","1","1",7,"0"
"2002031692",1336,171.80,"09","27","1722","5","D1","1","1","1",1,"0"
"2002031702",880,133.49,"10","06","1721","7","AA","1","1","1",1,"0"
"2002031736",1007,147.00,"09","13","1311","5","D3","1","1","1",1,"0"
"2002031741",3781,5.42,"10","25","1240","5","D3","1","1","1",7,"0"
"2002031747",890,134.20,"10","25","1530","5","A2","1","1","1",1,"0"
"2002031752",1308,169.44,"10","01","1337","2","D4","1","1","1",7,"0"
"2002031755",1236,164.63,"09","03","1022","2","A1","2","1","1",1,"0"
"2002031773",1293,167.83,"09","30","0831","1","A1","1","1","1",7,"0"
"2002031779",3721,1.63,"09","18","1206","3","A1","1","1","1",1,"0"
"2002031786",3955,18.53,"09","18","0815","3","D3","1","1","1",7,"0"
"2002031789",3802,8.07,"10","02","1345","3","D2","1","1","1",1,"0"
"2002031790",1396,177.80,"10","07","0618","1","D3","1","1","1",1,"0"
"2002031794",3770,4.77,"09","16","1115","1","D2","1","1","1",1,"0"
"2002031795",3756,4.31,"09","19","0745","4","D2","1","1","1",1,"0"
"2002031799",3785,5.97,"10","31","1318","4","A2","1","1","1",7,"0"
"2002031802",3978,20.76,"11","05","0931","2","D3","2","1","1",7,"0"
"2002031803",3855,12.38,"11","06","1040","3","A1","3","2","1",7,"0"
"2002031806",3936,17.49,"11","01","1825","5","A2","1","1","4",1,"0"
"2002031821",881,133.55,"09","02","1349","1","A3","2","1","1",1,"0"
"2002031841",4059,26.83,"09","27","1638","5","D2","1","1","1",7,"0"
"2002031849",1568,193.59,"10","30","1730","3","D1","1","1","6",7,"0"
"2002031867",877,133.08,"10","31","1625","4","A2","1","1","1",1,"0"
"2002031869",4032,24.19,"11","05","0905","2","D1","1","1","1",1,"0"
"2002031870",3973,20.49,"11","06","0610","3","D1","3","2","6",1,"0"
"2002031874",1013,148.03,"10","30","0642","3","A4","1","1","2",1,"0"
"2002031875",3752,4.05,"10","30","1730","3","A3","1","1","1",1,"0"
"2002031878",3703,0.78,"11","11","1619","1","A3","3","2","1",1,"0"
"2002031919",3202,217.01,"10","16","0815","3","D1","1","1","1",7,"0"
"2002031952",3770,4.77,"09","09","1152","1","D2","1","1","1",1,"0"
"2002031953",3786,6.17,"09","23","1147","1","A2","1","1","1",1,"0"
"2002031986",3508,278.71,"10","01","1911","2","D3","1","1","4",7,"0"
"2002032023",3752,4.02,"10","03","1810","4","A2","2","1","3",1,"0"
"2002032053",3929,16.58,"10","28","1805","1","A5","2","1","6",1,"0"
"2002032086",2345,8.41,"10","23","1630","3","D2","1","1","1",7,"0"
"2002032088",3850,12.06,"09","16","0912","1","D2","3","2","1",1,"0"
"2002032090",3877,13.83,"09","16","0815","1","D3","3","2","1",7,"0"
"2002032093",3874,13.77,"09","19","1654","4","D4","2","1","1",7,"0"
"2002032095",3952,18.24,"09","13","1804","5","A1","1","1","1",7,"0"
"2002032103",2243,1.43,"10","28","1821","1","A4","3","2","4",7,"0"
"2002032109",3929,16.53,"09","19","1350","4","A3","2","1","1",1,"0"
"2002032112",3890,14.21,"11","27","1719","3","D5","1","1","4",7,"0"
"2002032126",2379,11.80,"10","01","0901","2","D3","1","1","1",1,"0"
"2002032127",2277,5.11,"10","01","0831","2","A1","1","1","1",1,"0"
"2002032156",3510,278.82,"10","04","1725","5","A1","3","2","1",1,"0"
"2002032162",3690,0.14,"09","13","1701","5","A2","1","1","1",1,"0"
"2002032163",3770,4.86,"09","13","1902","5","D2","1","1","3",7,"0"
"2002032177",1339,172.20,"09","09","0830","1","A1","1","1","1",1,"0"
"2002032180",2234,1.08,"10","31","1752","4","A4","1","1","4",1,"0"
"2002032187",2228,0.82,"10","15","0722","2","D3","1","1","2",7,"0"
"2002032189",1302,169.06,"10","18","1845","5","D1","1","1","3",1,"0"
"2002032190",1274,166.43,"10","18","1552","5","A2","2","1","1",1,"0"
"2002032191",1268,166.16,"10","18","1930","5","A4","2","1","4",7,"0"
"2002032202",3707,0.85,"09","12","1019","4","A1","1","1","1",7,"0"
"2002032205",3843,11.35,"09","16","0800","1","D2","1","2","1",1,"0"
"2002032206",3914,15.14,"09","16","0510","1","D2","2","2","4",1,"0"
"2002032210",3798,7.45,"09","26","1312","4","D2","1","1","1",1,"0"
"2002032211",3745,3.47,"09","12","0905","4","D3","1","1","1",1,"0"
"2002032212",3798,7.54,"09","12","1410","4","D1","1","1","1",7,"0"
"2002032213",3782,5.51,"09","14","1100","6","D3","1","1","1",1,"0"
